correcteds,correctors,created_at,PASS,Highest C Piscine,Final exam score,Number of group assignments,level,penalty
93,125,4,1,11,72,2,11.47,0
95,118,4,1,9,72,4,11.34,0
28,31,5,0,6,18,3,4.18,0
26,31,5,0,7,66,4,6.61,0
76,83,4,1,11,72,4,12.19,0
126,129,4,1,9,72,3,9.83,0
85,119,4,1,11,72,3,9.83,0
0,0,5,0,0,,0,0,0
40,39,5,0,9,30,4,6.82,0
128,120,4,1,11,72,3,13.02,0
34,40,5,0,8,72,4,7.94,0
56,71,4,1,11,72,3,10.17,0
34,33,5,0,8,60,4,7.49,0
31,38,5,0,8,66,3,7.95,0
163,113,4,1,11,72,4,11.02,0
131,147,4,1,11,72,3,12.18,0
94,93,4,1,9,72,4,7.94,0
36,40,5,0,9,0,1,5.28,0
79,83,4,1,11,72,4,11.68,0
0,0,5,0,0,,0,0,0
34,32,5,0,8,42,3,6.26,0
89,107,4,1,9,72,4,10.09,0
168,162,4,1,11,72,4,11.09,0
17,17,5,0,3,0,1,2.28,0
101,77,4,1,9,72,4,9.2,0
87,131,4,1,11,72,4,11.03,0
4,2,5,0,0,0,1,0,0
38,38,5,0,10,42,4,7.73,0
83,102,4,1,9,72,4,9.17,0
0,0,5,0,0,,0,0,0
0,0,5,0,0,,0,0,0
82,75,4,1,11,72,3,10.92,0
55,44,4,1,10,72,3,9.23,0
52,51,4,1,11,72,3,11.9,0
63,64,4,1,10,72,4,10.4,0
127,101,4,1,11,72,4,11.75,0
110,125,4,1,8,72,3,8.79,0
135,160,4,1,11,72,4,11.79,0
15,10,5,0,0,0,2,1.87,0
94,100,4,1,11,72,3,8.74,0
11,18,5,0,1,0,3,1.26,0
33,34,5,0,8,72,4,8.51,0
83,87,4,1,11,72,4,11.09,0
119,120,4,1,9,72,4,9.94,0
39,40,5,0,8,42,4,6.4,0
90,96,4,1,9,72,4,10.07,0
152,148,4,1,9,72,3,10.6,0
48,58,4,1,8,72,2,8.22,0
23,31,5,0,9,60,4,7.92,0
57,59,4,1,11,72,4,11.67,0
38,46,5,0,10,0,3,6.3,0
0,1,5,0,0,,0,0,0
59,65,4,1,10,72,4,10.42,0
98,91,4,1,10,72,4,9.61,0
83,77,4,1,9,72,1,10.99,0
40,46,5,0,10,66,3,9.92,0
87,74,4,1,11,72,4,9.51,0
54,71,4,1,11,72,4,10.64,0
88,85,4,1,11,72,4,9.44,0
139,124,4,1,11,72,3,12.37,0
23,28,5,0,6,60,4,6.33,0
40,42,5,0,7,66,4,6.22,0
61,69,4,1,11,72,4,10.55,0
97,84,4,1,11,72,4,11.2,0
39,35,5,0,7,66,4,8.34,0
32,36,5,0,8,60,4,5.62,0
90,136,4,1,11,72,3,10.86,0
116,140,4,1,9,72,3,8.59,0
70,65,4,1,11,72,4,13.51,0
93,63,4,1,11,72,3,9.44,0
176,138,3,1,9,72,4,8.84,0
57,95,3,1,9,72,4,8.76,0
2,4,5,0,0,0,1,0,0
18,17,5,0,1,,1,1.18,0
31,35,5,0,8,30,2,6.48,0
41,43,5,0,9,66,4,8.12,0
29,34,5,0,6,48,3,6.25,0
27,32,3,1,9,72,2,9.33,0
2,4,5,0,0,0,0,0.46,0
33,32,5,0,4,18,2,2.96,0
56,60,5,0,6,42,2,4.86,0
90,78,3,1,8,72,4,9.6,0
0,0,5,0,0,,0,0,0
75,89,3,1,11,72,4,9.52,0
104,93,3,1,11,72,4,9,0
0,0,5,0,0,,0,0,0
80,100,3,1,9,72,4,6.58,0
17,20,5,0,6,48,1,4.61,0
183,156,3,1,9,72,4,7.34,0
49,66,3,1,8,72,4,7.86,0
1,3,5,0,0,,1,0.98,0
20,24,5,0,4,24,2,4.28,0
93,103,3,1,8,72,4,10.73,0
140,131,3,1,9,72,4,9.66,0
51,49,5,0,10,48,3,7.39,0
65,68,3,1,10,72,3,8.02,0
26,28,5,0,6,6,3,5.01,0
19,16,5,0,3,,2,2.29,0
154,117,3,1,9,72,4,11.31,0
40,40,5,0,9,54,4,8.46,0
171,164,3,1,9,72,4,10.91,0
43,51,3,1,8,72,4,8.72,0
77,113,3,1,10,72,4,9.83,0
25,28,5,0,6,36,2,4.44,0
21,26,5,0,4,54,3,5.44,0
140,117,3,1,11,72,3,9.33,0
78,110,3,1,9,72,4,8.99,0
7,9,5,0,0,,2,2.28,0
65,81,3,1,8,72,4,9.35,0
10,12,5,0,2,,1,1.47,0
46,43,5,0,7,48,4,6.12,0
118,126,3,1,9,72,3,9.53,0
96,143,3,1,8,72,3,7.61,0
1,3,5,0,0,0,1,0.55,0
92,114,3,1,11,72,4,10.14,0
46,61,3,1,6,72,4,6.44,0
64,83,3,1,9,72,4,9.01,0
64,81,3,1,8,72,3,9.28,0
20,24,5,0,4,6,2,3.61,0
74,81,3,1,9,72,3,8.25,0
50,62,3,1,8,72,4,9.32,0
6,8,5,0,0,30,2,1.02,0
24,29,5,0,8,0,2,6.59,0
0,1,5,0,0,0,1,0,0
66,66,3,1,9,72,2,8.41,0
79,121,3,1,11,72,3,9.28,0
39,48,3,1,11,72,2,8.65,0
6,5,5,0,0,,1,0.52,0
0,0,5,0,0,,0,0,0
1,2,5,0,0,,0,0.38,0
52,66,3,1,11,72,4,10.85,0
32,36,5,0,9,0,2,6.1,0
70,84,3,1,9,72,4,10.48,0
17,11,5,0,1,0,1,2.21,0
110,141,3,1,11,72,4,9.63,0
123,163,3,1,13,72,4,13.07,0
32,34,5,0,9,42,0,5.75,0
39,47,5,0,9,48,1,8.77,0
153,148,3,1,9,72,3,8.12,0
94,139,3,1,11,72,4,12.23,0
15,21,5,0,7,30,3,4.34,0
145,148,3,1,10,72,4,10.93,0
1,0,5,0,0,,0,0,0
35,27,5,0,8,0,2,4.8,0
39,39,5,0,8,48,3,4.51,0
0,1,5,0,0,,1,0.98,0
40,44,3,1,8,72,2,8.31,0
98,133,3,1,9,72,4,9.72,0
112,114,3,1,9,72,4,10.82,1
0,0,5,0,0,,0,0,0
46,63,3,1,9,72,2,7.73,0
109,157,3,1,10,72,4,8.67,0
13,8,5,0,1,,0,1.09,0
17,14,5,0,1,0,3,2.11,0
86,93,3,1,10,72,3,8.79,0
3,2,5,0,0,,0,0,0
22,28,5,0,6,48,1,5.76,0
35,43,5,0,9,66,3,7.14,0
35,41,5,0,7,60,3,5.58,0
26,29,5,0,6,60,3,5.86,0
24,31,5,0,8,12,2,5.33,0
106,107,3,1,10,72,2,8.87,0
54,47,5,0,10,48,3,9.12,0
42,43,5,0,9,48,4,7.72,0
13,17,5,0,2,,1,2.04,0
153,149,3,1,9,72,2,9.01,0
22,27,5,0,6,54,1,5.73,0
76,78,3,1,8,72,4,7.2,0
116,119,3,1,9,72,4,12.13,0
52,52,3,1,11,72,2,11.11,0
1,1,5,0,0,,0,0,0
33,42,5,0,9,,4,7.32,0
40,41,5,0,8,18,3,5.82,0
40,54,3,1,8,72,4,8.96,0
30,25,5,0,4,48,2,6,0
48,62,3,1,10,72,3,9.85,0
94,101,3,1,8,72,4,8.04,0
11,11,5,0,0,,1,0.55,0
35,39,5,0,10,48,4,7.59,0
28,37,5,0,7,12,3,4.95,0
37,43,5,0,7,0,4,6.77,0
16,25,5,0,7,60,2,5.14,0
129,130,3,1,10,72,4,9.21,0
49,50,3,1,8,72,2,8.7,0
18,28,5,0,8,72,3,7.91,0
65,66,3,1,11,72,4,11.22,0
84,82,3,1,9,72,3,8.41,0
2,3,5,0,0,,1,0,0
17,24,5,0,2,30,1,2.88,0
160,123,3,1,11,72,4,7.4,0
6,9,5,0,1,6,1,3.06,0
107,102,3,1,8,72,4,8.65,0
89,92,3,1,9,72,4,11.36,0
110,125,3,1,9,72,4,6.82,0
5,2,5,0,0,,1,0.95,0
49,52,3,1,11,72,4,13.06,0
56,65,3,1,8,72,3,8.06,0
108,131,3,1,11,72,4,8.79,0
95,115,3,1,9,72,4,10.01,0
34,39,3,1,6,72,3,7.09,0
0,0,5,0,0,,0,0,0
81,116,3,1,8,72,3,9.17,0
104,111,2,1,8,72,4,8.37,0
127,96,2,1,7,72,3,5.7,0
54,59,2,1,11,72,1,9.78,0
10,8,5,0,0,,1,0.33,0
84,87,2,1,11,72,3,11.27,0
39,37,5,0,9,66,3,7.38,0
17,13,5,0,3,0,1,3.06,0
4,5,5,0,0,,1,1.28,0
52,50,5,0,9,60,4,7,0
23,19,5,0,6,36,1,4.9,0
50,43,5,0,9,36,3,7.01,0
49,53,2,1,8,72,4,5.98,0
60,80,2,1,11,72,4,9.69,0
107,101,2,1,11,72,4,8.47,0
97,106,2,1,11,72,4,10.25,0
79,76,2,1,10,72,4,10.04,0
86,113,2,1,11,72,4,11.41,0
108,118,2,1,11,72,4,8.87,0
84,87,2,1,11,72,4,9.54,0
68,98,2,1,9,72,4,8.61,0
200,158,2,1,11,72,4,9.5,0
61,72,2,1,10,72,2,8.2,0
78,103,2,1,9,72,4,9.72,0
108,133,2,1,11,72,3,11.49,0
38,45,5,0,9,18,2,5.63,0
181,137,2,1,11,72,3,11.08,0
44,52,5,0,9,12,3,5.58,0
76,85,2,1,9,72,4,11.27,0
35,39,5,0,8,66,4,6.71,0
27,31,5,0,7,66,2,5.22,0
29,31,5,0,8,60,4,6.88,0
83,84,2,1,11,72,4,10.85,0
0,0,5,0,0,,0,0,0
37,48,2,1,11,72,3,12.21,0
32,41,5,0,10,42,4,7.59,0
73,87,10,1,11,78,4,12.25,0
51,60,10,1,11,78,3,10.12,0
58,55,5,0,7,60,1,4.75,0
5,9,5,0,0,36,3,4.13,0
88,68,10,1,11,78,4,12.73,0
60,42,5,0,11,54,3,9.97,0
53,72,10,1,11,78,4,12.93,0
49,72,10,1,11,78,3,12.66,0
5,8,5,0,0,0,0,0.55,0
31,42,4,0,11,18,4,8.08,0
16,17,4,0,4,0,1,2.62,0
38,43,4,0,7,54,2,6.78,0
2,8,4,0,0,,0,0.5,0
1,1,4,0,0,,1,0.98,0
12,15,4,0,1,6,1,1.25,0
70,76,4,0,9,24,4,7.41,0
43,43,4,0,11,6,4,6.39,1
61,22,4,0,7,12,2,4.79,0
36,30,4,0,6,0,2,4.67,0
151,163,9,1,11,78,4,12.95,0
73,64,9,1,11,78,4,13.27,0
20,22,4,0,4,18,2,3.27,0
63,42,4,0,8,6,3,6.07,0
46,53,4,0,11,12,4,7.39,0
44,47,4,0,11,18,4,8.6,0
5,4,4,0,0,,0,0,0
0,4,4,0,0,,0,0,0
105,81,9,1,11,78,3,13.27,0
33,33,8,1,8,78,3,10.07,0
0,0,4,0,0,,0,0,0
6,16,4,0,3,12,2,2.81,0
130,128,8,1,11,78,4,11.84,0
92,95,8,1,11,78,2,12.16,0
37,43,4,0,11,18,4,8.28,1
79,103,8,1,11,78,4,12.29,0
104,124,8,1,11,78,4,12.49,0
0,0,4,0,0,,0,0,0
35,42,4,0,7,42,4,6.43,0
146,101,8,1,9,78,3,12.98,0
13,19,4,0,4,18,2,5.32,0
54,60,4,0,6,6,2,5.2,0
44,34,4,0,6,18,4,6.41,0
44,49,8,1,9,78,2,9.25,0
44,56,4,0,10,54,2,5.76,0
40,32,4,0,6,42,2,5.48,0
101,105,8,1,11,78,2,9.93,0
44,57,4,0,10,0,2,7.89,0
82,95,8,1,11,78,3,12.42,0
4,1,4,0,0,,0,0,0
16,21,4,0,0,0,2,1.32,0
32,24,4,0,8,48,3,5.92,0
21,25,4,0,8,30,2,6.73,0
18,19,4,0,4,0,1,1.85,0
43,43,8,1,9,78,3,12.19,0
80,86,8,1,11,78,2,11.81,0
40,43,4,0,6,18,4,5.21,0
72,38,4,0,10,66,3,9.28,0
36,43,4,0,8,54,3,7.57,0
163,140,8,1,11,78,4,13.6,0
147,155,8,1,11,78,4,13.45,0
31,41,4,0,8,42,3,7.65,0
7,9,4,0,0,0,1,0.38,0
36,46,4,0,6,30,3,5.87,0
33,35,4,0,6,0,4,4.69,0
36,41,4,0,6,30,3,6.22,0
18,29,4,0,6,66,3,7.06,0
4,0,4,0,0,,1,0,0
31,31,4,0,5,6,2,3.41,0
107,112,8,1,11,78,4,12.06,0
26,35,4,0,6,0,3,4.38,0
161,153,8,1,11,78,3,10.28,0
0,0,4,0,0,,0,0,0
10,13,4,0,1,,4,3.19,0
89,113,7,1,11,78,4,13.5,0
36,55,4,0,8,12,3,5.52,0
92,73,7,1,9,78,4,10.02,0
112,89,7,1,11,78,4,11.83,0
10,15,4,0,3,,2,2.21,0
19,14,4,0,3,24,2,2.47,0
26,41,4,0,9,6,1,7.44,0
61,62,7,1,11,78,3,14.78,0
37,51,4,0,9,42,0,6.1,0
71,57,7,1,11,78,4,13.09,0
21,25,4,0,4,0,1,4.23,0
5,4,4,0,0,,1,0,0
15,20,4,0,4,30,2,3.8,0
31,30,4,0,8,42,3,6.76,0
23,31,4,0,7,48,2,8.13,0
92,111,7,1,11,78,4,14.46,0
104,106,7,1,11,78,2,11.22,0
135,170,7,1,11,78,3,12.41,0
167,164,7,1,11,78,4,12.49,0
4,9,4,0,2,48,2,2.82,0
33,41,4,0,8,0,3,5.33,0
45,55,4,0,9,42,2,7.18,0
35,44,4,0,7,42,1,5.87,0
39,31,4,0,4,,1,2.95,0
44,21,4,0,3,12,2,2.59,0
27,29,4,0,11,42,3,9.09,0
117,132,7,1,11,78,3,12.1,0
200,154,7,1,11,78,4,11.16,0
13,9,4,0,0,,2,1.2,0
113,140,7,1,11,78,4,12.29,0
87,95,7,1,11,78,3,13.27,0
6,5,4,0,0,,0,0,0
25,33,4,0,5,54,3,5.1,0
110,134,6,1,11,78,4,11.69,0
2,4,4,0,0,,1,0.33,0
56,65,6,1,11,78,4,11.99,0
199,154,6,1,11,78,4,11.81,0
78,72,6,1,11,78,4,10.78,0
63,61,4,0,8,30,2,6.3,0
27,28,4,0,11,60,1,9.59,0
48,68,6,1,11,78,3,13.85,0
35,41,4,0,9,24,1,6.96,0
31,33,4,0,4,,2,3.46,0
33,46,4,0,8,24,3,5.66,0
60,69,6,1,9,78,4,9.71,0
54,65,6,1,9,78,3,9.72,0
121,135,6,1,11,78,4,11.7,0
0,1,4,0,0,,1,0,0
44,50,5,1,11,78,4,10.04,0
37,46,4,0,6,48,3,7.25,0
11,15,4,0,2,48,2,4.15,0
17,22,4,0,4,0,2,5.21,0
59,78,5,1,8,78,3,7.9,0
48,45,5,1,8,78,2,8.2,0
73,99,5,1,11,78,4,11.19,0
51,47,4,0,8,18,2,5.22,0
139,131,5,1,8,78,3,9.22,0
47,53,4,0,6,12,2,4.1,0
27,45,4,0,6,0,3,5.52,0
8,8,4,0,0,0,1,1.36,0
95,126,5,1,9,78,3,9.81,0
80,36,5,1,11,78,3,11.45,0
108,130,4,1,11,78,4,11.05,0
36,40,4,0,9,60,2,7.98,0
85,70,4,1,11,78,4,10.53,0
104,115,4,1,8,78,4,8.37,0
202,156,4,1,10,78,4,11.73,0
30,29,4,0,8,48,4,7.63,0
103,129,4,1,10,78,4,13.12,0
59,39,4,0,7,48,1,5.98,0
29,36,4,0,7,30,3,5.95,0
89,96,4,1,11,78,2,11.31,0
0,0,4,0,0,,0,0,0
10,7,4,0,1,0,1,1.09,0
86,118,4,1,9,78,3,9.01,0
56,59,3,1,8,78,4,10.5,0
49,47,4,0,8,18,4,6.04,0
56,64,4,0,9,18,2,7.41,0
93,97,3,1,11,78,3,12.34,0
58,58,4,0,9,48,3,7.02,0
26,32,4,0,9,12,2,6.36,0
44,46,3,1,11,78,2,8.01,0
133,114,3,1,11,78,4,11.84,0
102,100,2,1,11,78,4,11.03,0
25,24,4,0,3,0,1,1.93,0
4,8,4,0,0,,0,0,0
21,29,4,0,8,30,2,6.29,0
30,32,4,0,8,30,1,6.82,0
2,4,4,0,0,0,0,0.39,0
76,92,10,1,11,84,3,11.42,0
50,54,4,0,8,6,4,7.09,0
71,75,10,1,11,84,4,11.62,0
58,78,10,1,11,84,4,13.38,0
19,32,4,0,9,54,4,7.9,0
10,8,4,0,0,0,0,0.55,0
19,24,4,0,6,48,2,5.46,0
17,28,4,0,3,0,2,3.91,0
36,42,4,0,10,48,1,7.57,0
0,2,4,0,0,,1,0,0
42,40,4,0,8,18,2,7.22,0
0,0,4,0,0,,0,0,0
21,27,4,0,4,66,3,5.27,0
9,12,4,0,1,0,0,1.06,0
52,41,4,0,8,12,2,5.17,0
0,0,4,0,0,,0,0,0
3,7,4,0,0,,1,0.55,0
0,0,4,0,0,,0,0,0
94,104,10,1,11,84,3,11.19,0
58,68,4,0,8,30,3,6.61,0
37,40,4,0,9,48,2,7.62,0
99,103,10,1,11,84,4,11.01,0
116,64,10,1,10,84,1,10.91,0
27,40,4,0,11,24,3,7.86,0
8,5,4,0,1,30,1,1.81,0
53,65,10,1,9,84,3,11.13,0
27,32,4,0,8,36,1,5.95,0
92,100,10,1,11,84,4,14.12,0
49,61,10,1,11,84,4,14.06,0
51,58,10,1,11,84,4,13.75,0
7,4,4,0,0,,0,0.55,0
24,37,4,0,9,30,1,8.46,0
52,66,10,1,11,84,3,12.48,0
8,12,4,0,2,24,0,2.91,0
73,83,10,1,11,84,4,11.38,0
24,35,4,0,4,6,3,2.21,0
54,53,10,1,11,84,3,13.57,0
60,63,10,1,11,84,3,14.16,0
35,44,4,0,11,60,3,8.66,0
8,6,4,0,0,,1,0.38,0
23,24,4,0,3,0,2,3.72,0
56,52,10,1,11,84,3,13.73,0
21,24,4,0,8,0,1,4.67,0
3,7,4,0,1,42,1,2.06,0
106,71,10,1,11,84,4,13.5,0
45,58,10,1,11,84,4,15.26,0
61,58,10,1,11,84,2,14.25,0
92,88,10,1,11,84,4,13.02,0
53,64,10,1,11,84,4,12.41,0
46,54,4,0,10,12,1,6.03,0
85,53,4,0,8,48,3,8.23,0
67,50,4,0,8,42,4,6.64,0
108,91,9,1,11,84,3,12.56,0
136,110,9,1,11,84,4,14.57,0
36,38,4,0,6,18,3,3.97,0
68,111,9,1,13,84,3,13.65,0
14,21,4,0,3,,1,2.37,0
55,102,9,1,11,84,4,12.88,0
37,44,4,0,9,30,3,6.72,0
0,0,4,0,0,,0,0,0
22,22,4,0,3,6,2,2.2,0
6,7,4,0,1,,1,2.85,0
111,111,9,1,11,84,4,13.76,0
48,46,4,0,8,24,3,5.53,0
40,35,4,0,9,12,3,6.84,0
63,105,9,1,11,84,3,13.02,0
114,105,9,1,11,84,4,12.93,0
67,130,9,1,11,84,4,12.97,0
26,34,4,0,7,6,2,5.34,0
29,32,4,0,6,18,4,5.17,0
110,102,9,1,11,84,4,12.61,0
34,38,4,0,8,48,3,7.26,0
41,49,4,0,8,30,4,5.73,0
130,105,9,1,11,84,4,14.66,0
121,97,9,1,11,84,4,11.65,0
12,11,4,0,3,0,2,2.14,0
45,49,4,0,11,54,4,9.21,0
45,45,4,0,9,54,4,8.7,0
11,10,4,0,1,0,1,2.08,0
56,42,4,0,11,18,3,9.18,0
72,82,9,1,11,84,4,12.93,0
0,0,4,0,0,,0,0,0
72,95,9,1,11,84,4,12.55,0
193,178,9,1,13,84,4,15.65,0
19,11,4,0,1,,1,1.09,0
132,128,9,1,11,84,4,13.36,0
108,100,9,1,11,84,4,13.84,0
55,54,4,0,6,0,4,5.93,0
84,112,9,1,11,84,4,11.79,0
7,15,4,0,3,6,1,3.15,0
59,85,9,1,9,84,2,12.19,0
43,39,4,0,3,0,2,1.81,0
86,129,8,1,11,84,4,12.29,0
0,0,4,0,0,,1,0,0
47,61,8,1,11,84,3,11.21,0
104,35,4,0,10,30,1,7,0
142,144,8,1,11,84,4,10.54,0
96,97,8,1,11,84,3,14,0
53,74,8,1,8,84,2,10.01,0
110,125,8,1,11,84,4,10.06,0
34,38,4,0,7,24,3,4.41,0
0,0,4,0,0,,0,0,0
31,37,4,0,8,36,3,6.88,0
2,0,4,0,0,0,0,0,0
106,115,8,1,11,84,4,12.69,0
61,41,4,0,9,84,2,10.4,0
102,90,4,0,11,0,3,9.78,0
0,0,4,0,0,,0,0,0
119,147,8,1,11,84,4,13.84,0
54,42,4,0,8,42,2,8.6,0
45,40,4,0,11,12,3,7.45,0
41,54,8,1,9,84,3,10.39,0
54,71,8,1,11,84,3,12.3,0
7,3,4,0,0,0,2,1.5,0
121,126,8,1,11,84,4,13.14,0
150,170,8,1,11,84,4,15.21,0
102,120,8,1,9,84,2,9.97,0
131,117,8,1,11,84,4,13.64,0
124,130,8,1,11,84,3,13.48,0
125,137,8,1,11,84,4,14.9,0
122,113,8,1,11,84,4,15.14,0
103,128,8,1,11,84,4,16.18,0
109,135,8,1,11,84,4,15.85,0
103,102,8,1,11,84,3,15.1,0
92,86,8,1,11,84,4,12.87,0
37,43,4,0,9,30,3,6.73,0
165,163,8,1,11,84,4,13.17,0
72,96,8,1,11,84,4,14.9,0
58,72,8,1,11,84,4,13.79,0
39,30,4,0,7,12,2,4.49,0
36,30,4,0,8,18,2,6.94,0
124,156,8,1,11,84,4,15.06,0
100,138,8,1,11,84,4,14.81,0
81,107,8,1,11,84,4,12.04,0
200,195,8,1,11,84,4,12.75,0
11,9,4,0,1,,0,1.47,0
120,141,8,1,11,84,4,13.29,0
37,41,4,0,9,54,2,7.42,0
1,1,4,0,0,,1,0.82,0
7,12,4,0,0,0,1,0.87,0
73,87,8,1,10,84,4,11.69,0
81,120,8,1,11,84,4,13.2,0
35,40,4,0,7,66,3,6.64,0
155,146,8,1,11,84,4,13.93,0
34,45,4,0,10,72,4,8.31,0
38,40,4,0,6,72,4,6.53,0
28,30,4,0,7,66,0,9.05,0
3,8,4,0,0,0,0,0.55,0
9,8,4,0,1,66,2,6.09,0
38,49,8,1,11,84,2,12.37,0
26,34,4,0,7,66,3,10.35,0
34,36,4,0,10,66,3,9.63,0
4,5,4,0,0,,1,0.55,0
86,101,8,1,11,84,4,13.79,0
0,0,4,0,0,,0,0,0
71,89,8,1,11,84,4,12.6,0
56,50,4,0,11,72,3,9.38,0
0,0,4,0,0,,0,0,0
26,33,4,0,8,60,4,6.33,0
174,200,8,1,13,84,4,16.1,0
47,49,4,0,9,66,4,8.21,0
86,99,8,1,11,84,3,13.84,0
44,45,4,0,9,54,4,8,0
32,24,4,0,3,0,2,1.8,0
130,133,8,1,11,84,3,12.23,0
142,151,8,1,11,84,4,11.91,0
32,40,4,0,11,66,4,9.94,0
33,32,4,0,6,72,2,8.41,0
0,0,4,0,0,,0,0,0
0,0,4,0,0,,0,0,0
0,1,4,0,0,,0,0,0
5,5,4,0,0,,1,0,0
102,130,8,1,11,84,4,11.65,0
35,40,4,0,8,66,4,5.96,0
173,103,7,1,11,84,4,12.74,0
116,122,7,1,11,84,4,13.09,0
113,128,7,1,11,84,4,12.23,0
25,24,4,0,6,66,4,7.06,0
121,133,7,1,11,84,4,11.79,0
161,135,7,1,11,84,4,12.85,0
0,0,4,0,0,,0,0,0
30,21,4,0,3,0,1,2.33,0
164,132,7,1,11,84,3,12.95,0
18,22,4,0,3,0,3,2.56,0
158,137,7,1,11,84,4,12.82,0
132,134,7,1,11,84,4,10.43,0
55,58,4,0,9,42,4,9.11,0
53,50,4,0,8,66,3,8.21,0
37,43,4,0,9,72,4,9.51,0
92,115,7,1,11,84,4,13.06,0
69,71,7,1,11,84,3,12.48,0
34,33,4,0,5,66,4,8.06,0
127,138,7,1,11,84,4,12.67,0
0,2,4,0,0,,0,0,0
38,36,4,0,8,6,0,4.87,0
25,29,4,0,7,66,1,6.61,0
55,43,7,1,9,84,4,10.83,0
110,144,7,1,11,84,4,11.52,0
84,47,4,0,9,42,1,8.38,0
79,97,7,1,11,84,3,13.4,0
75,101,7,1,11,84,4,15.21,0
69,69,4,0,9,66,3,9,0
99,123,7,1,11,84,4,12.56,0
114,139,7,1,11,84,2,12.78,0
5,10,4,0,0,0,0,0.93,0
48,37,4,0,8,42,3,7.44,0
3,10,4,0,0,0,2,2.1,0
29,31,4,0,4,0,2,3.54,0
137,146,7,1,11,84,3,13.27,0
61,64,7,1,9,84,4,13.43,0
78,82,7,1,11,84,2,11.45,0
36,40,4,0,9,54,4,7.65,0
111,126,7,1,11,84,3,13.97,0
4,6,4,0,0,,0,0.53,0
9,12,4,0,2,,1,1.87,0
31,38,7,1,10,84,2,11.88,0
55,51,4,0,8,,4,5.67,0
127,114,7,1,11,84,4,14.28,0
40,41,4,0,7,72,4,8.21,0
44,48,4,0,10,42,3,7.69,0
45,49,4,0,9,60,2,8.54,0
21,23,4,0,4,0,1,4.71,0
106,128,7,1,11,84,4,14.08,0
140,127,7,1,11,84,4,14.4,0
0,2,4,0,0,,0,0,0
43,51,4,0,8,66,4,8.87,0
5,9,4,0,0,,1,1.57,0
45,49,4,0,11,30,4,8.32,0
2,1,4,0,0,,0,0,0
38,38,4,0,9,60,4,7.74,0
107,128,7,1,11,84,2,12.71,0
88,125,7,1,11,84,4,13.95,0
20,23,4,0,6,66,2,7.67,0
44,47,4,0,10,72,3,9.62,0
5,7,4,0,0,0,0,0.55,0
52,52,4,0,10,72,3,8.41,0
42,35,4,0,8,60,4,7.63,0
61,48,4,0,10,66,4,8.53,0
80,116,7,1,11,84,2,12.75,0
51,48,4,0,10,66,3,9.15,0
47,48,4,0,9,60,4,8.55,0
5,4,4,0,0,,0,0,0
72,85,7,1,11,84,3,13.46,0
63,75,7,1,11,84,4,13.46,0
200,137,7,1,11,84,3,10.64,0
21,27,4,0,7,66,4,7.13,0
106,80,7,1,11,84,4,13.38,0
88,101,7,1,11,84,4,13.76,0
144,130,7,1,11,84,3,13.9,0
30,39,4,0,6,42,4,8.85,0
48,46,4,0,7,60,3,7.21,0
111,131,7,1,11,84,3,12.42,0
101,119,7,1,11,84,3,10.16,0
106,122,7,1,10,84,3,12.2,0
31,27,4,0,4,6,1,3.98,0
113,113,7,1,11,84,4,12.39,0
27,31,4,0,3,42,4,4.63,0
99,106,7,1,9,84,3,12,0
55,63,7,1,10,84,4,11.63,0
47,40,4,0,10,,3,5.83,0
124,141,7,1,11,84,1,13.05,0
90,106,7,1,11,84,4,13.08,0
38,35,4,0,10,60,4,9.87,0
66,73,7,1,11,84,4,14.66,0
35,34,4,0,7,72,2,8.36,0
58,93,7,1,9,84,4,10.96,0
174,154,7,1,11,84,4,13.49,0
50,49,4,0,5,42,4,3.72,0
159,167,7,1,11,84,4,12.67,0
170,177,7,1,11,84,3,13.59,0
51,51,4,0,8,54,3,6.86,0
43,46,4,0,7,66,3,5.48,0
23,25,4,0,4,30,2,3.67,0
40,44,4,0,6,66,4,8.87,0
88,88,4,0,11,0,3,9.09,0
65,58,7,1,11,84,3,11.25,0
137,125,7,1,11,84,4,15.42,0
47,47,4,0,9,66,2,8.92,0
38,46,4,0,9,72,2,8.5,0
2,5,4,0,0,,1,0,0
88,109,7,1,11,84,2,12.78,0
38,48,4,0,9,48,2,7.99,0
105,122,7,1,11,84,4,14.58,0
13,16,4,0,0,0,1,0.55,0
127,123,7,1,11,84,3,13.9,0
31,37,4,0,9,42,4,7.61,0
9,16,4,0,3,,2,3.71,0
153,161,7,1,11,84,4,12.58,0
54,49,4,0,7,66,3,9.53,0
36,47,4,0,8,18,4,6.53,0
11,13,4,0,3,,2,2.1,0
144,153,7,1,11,84,4,13.23,0
36,40,4,0,11,72,2,8.28,0
64,68,6,1,11,84,4,14.31,0
35,39,6,1,11,84,4,14.03,0
10,20,4,0,3,,1,4.13,0
41,50,4,0,10,66,3,8.58,0
29,40,4,0,11,72,0,9.82,0
40,50,6,1,11,84,4,13.05,0
19,26,4,0,4,66,2,5.01,0
32,34,4,0,4,0,2,4.15,0
24,32,4,0,6,30,1,4,0
31,29,4,0,8,72,3,8.26,0
38,35,4,0,6,24,4,5.27,0
16,16,4,0,3,48,2,3.36,0
24,40,4,0,8,,3,6.81,0
129,126,6,1,11,84,4,11.4,0
96,57,4,0,8,30,2,5.72,0
1,3,4,0,0,,0,0,0
