correcteds,correctors,created_at,PASS,Highest C Piscine,Final exam score,Number of group assignments,level,penalty
92,89,12,1,9,66,1,7.83,0
90,76,12,1,8,66,1,8.33,0
2,2,7,0,0,,0,1.02,0
76,61,12,1,8,66,3,9.87,0
16,15,7,0,3,0,2,2.73,0
13,7,7,0,2,,1,2.28,0
83,76,12,1,9,66,3,10.78,0
120,174,12,1,8,66,2,7.46,0
54,53,12,1,7,66,1,7.52,0
11,6,7,0,2,,1,2.04,0
80,73,12,1,8,66,2,6.4,0
68,98,7,0,11,72,4,10.55,0
44,37,7,0,6,30,2,5.96,0
93,80,12,1,7,66,3,7,0
76,89,12,1,8,66,2,7.62,0
102,94,12,1,7,66,3,8.82,0
76,86,12,1,9,66,3,10.94,0
59,48,12,1,7,66,2,7.55,0
92,86,12,1,7,66,2,7.51,0
34,79,7,0,6,18,2,3.55,0
16,15,7,0,3,18,1,2.89,0
114,105,12,1,9,66,3,8.8,0
78,72,12,1,11,66,3,9.98,0
124,117,12,1,7,66,4,9.05,0
40,37,7,0,4,42,2,3.83,0
79,128,12,1,9,66,0,7.56,0
12,10,7,0,2,24,1,0.77,0
120,131,7,0,11,66,3,10.38,0
100,116,12,1,8,66,2,8.15,0
38,32,12,1,7,66,3,7.98,0
123,111,12,1,8,66,3,8.49,0
68,65,12,1,8,66,3,6.64,0
25,24,7,0,4,6,2,1.87,0
86,90,12,1,11,66,3,11.24,0
39,35,7,0,6,0,1,4.97,0
27,20,7,0,6,18,3,3.58,0
4,0,7,0,0,0,1,0.33,0
56,44,12,1,8,66,2,6.43,0
113,132,12,1,8,66,4,8.35,0
43,37,7,0,9,54,2,9.38,0
69,75,12,1,11,66,4,10.93,0
79,107,12,1,11,66,3,10.65,0
49,51,7,0,7,36,2,6.14,0
99,188,12,1,8,66,3,8.16,0
107,94,12,1,8,66,3,8.68,0
76,58,12,1,8,66,2,10.79,0
19,13,7,0,3,,1,2.95,0
33,42,7,0,6,0,2,3.4,0
96,156,12,1,11,66,2,10.16,0
57,44,7,0,11,84,3,10.42,0
166,132,12,1,11,66,3,10.5,0
15,10,7,0,2,0,3,1.91,0
41,29,7,0,9,36,2,6.91,0
38,40,7,0,4,0,2,4.03,0
42,51,7,0,6,18,2,4.78,0
48,37,7,0,11,60,3,10.36,0
55,48,7,0,11,78,2,9.98,0
97,99,12,1,6,66,2,7.96,0
42,35,7,0,8,12,2,5.12,0
81,71,12,1,9,66,3,8.12,0
28,21,7,0,4,30,2,4.15,0
20,16,7,0,4,0,2,1.23,0
88,81,12,1,8,66,3,7.74,0
6,14,7,0,0,60,1,3.83,0
45,36,7,0,7,48,3,8.57,0
51,53,7,0,8,0,2,6.12,0
114,100,12,1,11,66,3,10.76,0
27,27,7,0,4,,2,2.5,0
9,8,7,0,1,0,2,2.09,0
115,112,12,1,9,66,3,8.77,0
51,43,12,1,8,66,3,6.62,0
151,138,12,1,9,66,3,8.39,0
54,54,12,1,9,66,3,9.56,0
112,108,12,1,11,66,2,9.28,0
79,58,12,1,8,66,2,7.11,0
84,69,12,1,9,66,3,11.92,0
117,142,12,1,8,66,1,5.26,0
81,77,11,1,9,66,3,7.67,0
69,64,11,1,8,66,2,7.06,0
95,90,7,0,8,72,1,6.42,0
57,50,7,0,9,36,2,7.89,0
81,87,11,1,8,66,3,6.48,0
56,47,7,0,9,60,2,9.7,0
43,40,7,0,6,30,2,5.93,0
107,103,11,1,9,66,4,9.86,0
103,109,9,1,8,66,2,6.09,0
24,14,7,0,4,0,2,2.96,0
45,48,7,0,7,0,2,4.2,0
43,41,7,0,5,18,3,3.08,0
128,138,9,1,9,66,2,9.33,0
127,87,9,1,7,66,3,6.74,0
116,105,9,1,10,66,3,9.74,0
108,84,8,1,8,66,3,9.12,0
99,63,8,1,13,66,4,3.58,0
56,70,7,0,11,24,2,8.05,0
49,37,7,0,9,48,3,6.37,0
114,83,8,1,13,66,4,5.62,0
11,19,7,0,2,0,1,0.84,0
89,101,8,1,13,66,3,5.15,0
51,87,7,0,9,42,3,6.87,0
31,29,7,0,7,0,3,4.51,0
87,62,7,1,9,66,3,9.13,0
128,147,7,1,11,66,3,9.39,0
91,71,7,1,9,66,2,8.62,0
16,13,7,0,1,0,2,0.93,0
30,25,7,0,7,18,2,5.47,0
107,88,7,1,8,66,3,8.92,0
153,120,7,1,11,66,3,11.26,0
115,106,7,1,9,66,3,9.55,0
50,46,7,1,8,66,3,6.31,0
32,29,7,0,4,,1,2.31,0
49,41,7,0,9,18,3,6.02,0
140,166,7,1,11,66,3,10.1,0
46,39,7,0,9,54,2,7.82,0
157,123,7,1,11,66,3,10.97,0
143,138,7,1,11,66,2,10.41,0
78,58,7,1,7,66,3,6.2,0
47,34,7,0,9,42,2,7.91,0
81,78,7,1,11,66,1,7.94,0
47,51,7,0,9,18,3,6.36,0
122,91,7,1,8,66,2,8.02,0
36,34,7,0,9,18,3,4.43,0
47,45,7,0,5,30,3,4.2,0
45,91,7,1,8,66,2,6.62,0
10,7,7,0,2,,0,0.9,0
75,60,7,1,9,66,2,9.52,0
37,22,7,0,7,36,2,2.98,0
80,74,7,1,9,66,3,9.83,0
36,32,7,0,7,18,2,3.7,0
164,174,7,1,11,66,3,11.42,0
13,14,7,0,3,,1,2.77,0
39,31,7,0,6,6,2,3.52,0
113,94,7,1,9,66,3,8.03,0
25,25,15,0,6,12,0,2.97,0
30,26,15,0,4,6,1,2.85,0
117,93,7,1,11,66,1,8.55,0
13,8,15,0,2,,1,0.28,0
37,36,15,0,7,6,2,2.56,0
132,140,7,1,9,66,2,7.93,0
76,58,7,1,9,66,2,6.2,0
109,103,7,1,9,66,2,9.85,0
27,27,15,0,4,0,1,3.43,0
122,102,7,1,11,66,4,11.89,0
14,13,15,0,1,,1,0.3,0
36,36,15,0,6,12,1,4.53,0
34,36,15,0,9,6,2,7.33,0
66,63,15,0,11,12,1,5.78,0
38,35,15,0,8,6,1,1.73,0
148,114,7,1,8,66,3,9.63,0
40,36,15,0,6,0,3,3.66,0
39,37,15,0,6,6,3,2.88,0
48,89,7,1,11,66,1,8.96,0
118,117,7,1,9,66,2,9.5,0
59,60,15,0,8,0,2,4.39,0
38,34,15,0,7,24,1,3.45,0
149,121,7,1,11,66,3,9.84,0
145,129,7,1,11,66,4,11.96,0
90,82,7,1,11,66,2,9.78,0
62,64,7,1,8,66,2,9.63,0
43,35,15,0,8,72,3,6.88,0
48,46,15,0,6,66,1,5.59,0
30,27,15,0,6,6,1,3.12,0
118,97,7,1,9,66,3,10.36,0
166,130,7,1,9,66,3,6.73,0
47,52,7,1,8,66,3,6.23,0
48,45,15,0,8,66,2,8.4,0
30,28,15,0,7,48,2,5.65,0
50,48,15,1,9,66,2,9.06,0
50,52,15,1,8,66,2,8.65,0
38,33,15,1,9,66,0,7.94,0
38,35,15,0,8,24,2,5.15,0
57,55,15,1,7,66,3,6.34,0
70,58,15,1,11,66,3,7.73,0
17,17,15,0,2,0,1,1.57,0
10,12,15,0,1,,1,1.58,0
52,52,15,1,8,66,2,7.29,0
42,37,15,0,7,12,2,3.49,0
28,23,15,0,6,12,1,4.16,0
18,11,15,1,6,66,3,6.58,0
26,28,15,0,4,0,2,2.43,0
35,28,15,1,7,66,2,8.24,0
45,42,15,1,8,66,3,7.97,0
44,39,15,0,6,24,3,3.72,0
50,49,15,1,8,66,2,6.79,0
39,34,15,0,9,84,2,9.03,0
16,10,15,0,3,,2,1.85,0
46,42,15,1,7,66,1,6.5,0
58,54,15,1,7,66,3,7.39,0
77,74,15,1,11,66,3,8.84,0
21,18,15,0,3,24,1,2.17,0
50,43,15,1,9,66,2,7.48,0
47,39,15,1,9,66,2,7.52,0
30,31,15,1,7,66,1,7.26,0
57,54,15,0,8,60,2,6.73,0
11,8,15,0,0,,1,0.33,0
50,45,15,1,11,66,2,10.11,0
34,38,15,0,7,12,1,2.6,0
37,34,15,0,4,6,2,2.1,0
47,41,15,1,7,66,3,7.24,0
46,40,15,1,7,66,3,7.39,0
51,45,15,1,8,66,3,7.33,0
31,29,15,0,7,6,2,4.53,0
49,51,15,0,11,60,1,9.46,0
30,29,15,1,7,66,1,9.12,0
16,10,15,0,2,12,1,2.04,0
6,3,15,0,1,,0,0.3,0
46,52,15,0,7,48,1,4.66,0
12,6,15,0,1,,2,1.53,0
63,55,15,1,8,66,3,8.01,0
48,42,15,1,7,66,2,5.7,0
56,52,15,1,8,66,2,7,0
51,47,15,1,6,66,2,6.04,0
22,19,15,0,3,0,3,1.99,0
3,0,15,0,0,,1,0.82,0
34,33,15,0,7,24,2,3.76,0
9,5,15,0,0,,1,0.95,0
36,36,15,0,6,12,1,2.51,0
22,15,15,1,3,66,4,6.39,0
88,85,15,1,11,66,2,10.63,0
15,13,15,0,2,,1,1.14,0
46,43,15,1,9,66,2,10.41,0
44,47,15,0,7,6,3,3.45,0
30,34,15,0,4,,0,1.72,0
47,37,15,1,9,66,3,7.28,0
37,34,15,0,7,6,1,3.91,0
21,15,15,0,4,18,1,1.92,0
32,28,15,0,4,6,2,2.04,0
50,40,15,1,9,66,2,9.18,0
91,90,15,1,9,66,4,9.61,0
57,50,15,1,9,66,3,9.69,0
56,48,15,1,9,66,3,9.6,0
55,53,15,0,8,48,1,5.86,0
27,22,15,0,3,6,1,2.13,0
12,9,15,0,2,,1,2.71,0
28,24,15,0,7,24,2,3.22,0
27,25,15,0,7,12,1,3.72,0
51,48,15,1,9,66,2,8.99,0
58,51,15,1,8,66,2,7.09,0
20,16,15,0,6,18,0,3.08,0
43,43,15,0,6,24,2,4.72,0
45,56,15,0,8,12,4,3.3,0
39,44,15,1,6,66,3,4.74,0
68,63,15,1,6,66,2,9.01,0
55,57,15,1,8,66,3,7.34,0
20,21,15,0,2,,0,0.71,0
77,75,14,1,9,66,4,9.86,0
6,0,15,0,2,12,1,1.5,0
49,42,14,1,9,66,3,8.89,0
67,62,14,1,9,66,2,9.58,0
42,32,14,1,8,66,3,7.34,0
65,54,14,1,7,66,2,6.44,0
23,26,15,0,4,12,2,2.74,0
10,6,15,0,1,,1,1.05,0
54,53,14,1,9,66,3,9.21,0
55,48,14,1,8,66,2,7.88,0
34,31,15,0,7,6,1,3.93,0
39,39,15,0,4,30,3,3.11,0
69,69,14,1,7,66,3,8.58,0
51,48,15,0,11,72,3,9.31,0
72,61,14,1,11,66,3,10.94,0
40,37,14,1,8,66,1,8.27,0
45,43,14,1,8,66,3,8.12,0
54,48,14,1,7,66,2,6.99,0
46,42,14,1,9,66,1,7.44,0
42,41,14,1,7,66,3,7.32,0
42,40,14,1,7,66,2,7.86,0
52,50,14,1,11,66,2,9.27,0
57,56,14,1,9,66,3,9.4,0
44,49,15,0,6,12,3,3.82,0
39,36,14,1,8,66,3,6.88,0
58,58,15,0,7,66,3,6.7,0
56,48,15,0,9,0,2,5.4,0
55,54,14,1,9,66,3,10.02,0
59,51,15,0,9,6,3,4.71,0
30,33,15,0,6,12,3,4.47,0
42,50,15,0,4,0,1,1.99,0
55,57,14,1,8,66,2,9.13,0
16,12,15,0,2,12,1,1.5,0
12,14,15,0,2,0,0,0.33,0
58,61,15,0,9,12,4,8.52,0
51,39,14,1,11,66,3,8.61,0
56,64,15,0,9,24,1,5.11,0
40,36,14,1,9,66,1,9.32,0
63,61,14,1,7,66,2,4.66,0
50,59,15,0,7,12,3,3.43,0
53,46,14,1,9,66,3,8.69,0
67,64,14,1,11,66,3,10.04,0
35,32,15,0,7,12,1,3.05,0
48,45,14,1,7,66,3,7.67,0
133,198,8,1,13,66,4,8.35,0
47,51,15,0,8,12,1,4.53,0
38,36,15,0,6,6,2,3.75,0
69,55,7,1,13,66,4,3.2,0
23,29,15,0,2,,0,1.09,0
66,53,7,1,13,66,4,4.86,0
35,38,15,0,9,0,3,6.44,0
11,11,15,0,1,,0,0.38,0
17,13,15,0,4,12,1,2.94,0
46,45,15,0,8,30,3,6.09,0
13,8,15,0,3,24,1,1.7,0
81,87,7,1,13,66,4,6.47,0
1,2,15,0,0,,1,0.82,0
30,27,15,0,6,0,1,2.23,0
142,197,7,1,13,66,4,6.59,0
109,73,7,1,13,66,4,3.97,0
141,142,7,1,13,66,4,2.9,0
119,107,6,1,11,66,3,10.41,0
31,28,15,0,4,24,1,2.29,0
65,91,6,1,7,66,3,4.71,0
158,120,6,1,11,66,3,9.84,0
47,39,6,1,7,66,3,6.71,0
133,104,6,1,11,66,4,10.79,0
5,7,15,0,0,,0,0.71,0
63,54,6,1,9,66,3,8.56,0
75,69,6,1,9,66,3,7.9,0
140,110,6,1,8,66,3,10.12,0
9,11,15,0,2,24,1,1.24,0
43,38,6,1,9,66,3,10.34,0
17,13,15,0,4,6,1,2.19,0
24,28,15,0,4,6,0,1.43,0
24,23,15,0,6,12,1,2.11,0
100,108,6,1,13,66,4,4,0
52,52,15,0,7,66,3,7.6,0
46,46,15,0,9,30,1,7.69,0
36,39,15,0,5,36,1,2.48,0
125,110,6,1,13,66,4,3.76,0
168,145,6,1,13,66,4,3.79,0
22,19,15,0,3,,1,1.9,0
31,27,15,0,7,24,2,3.08,0
69,68,15,0,11,12,2,6.78,0
3,0,6,1,0,66,0,3.95,0
97,70,6,1,13,66,4,5.01,0
111,115,6,1,13,66,3,5.36,0
33,35,15,0,6,6,1,1.85,0
104,88,6,1,13,66,3,7.48,0
29,23,15,0,7,24,1,2.94,0
112,169,6,1,9,66,2,8.92,0
63,38,6,1,9,66,3,8.77,0
13,9,15,0,2,0,1,0.33,0
124,108,6,1,9,66,2,9.17,0
154,114,6,1,9,66,3,8.63,0
69,69,15,0,9,30,2,7.34,0
43,41,15,0,8,12,1,4.54,0
118,118,6,1,9,66,3,10.58,0
49,31,6,1,8,66,3,6.76,0
121,104,6,1,11,66,4,8.85,0
58,42,6,1,11,66,4,9.3,0
62,63,6,1,7,66,2,5.58,0
106,75,6,1,9,66,3,7.51,0
47,49,15,0,9,66,2,8.57,0
134,107,5,1,13,66,3,3.41,0
22,29,15,0,2,6,3,2.26,0
143,116,5,1,13,66,4,5.22,0
155,189,5,1,13,66,4,3.73,0
114,98,5,1,13,66,4,4.11,0
49,50,15,0,8,30,3,5.53,0
127,114,5,1,13,66,4,6.96,0
29,27,15,0,6,6,2,2.6,0
116,101,5,1,13,66,3,5.17,0
36,35,15,0,7,24,2,4.71,0
141,200,5,1,13,66,4,2.91,0
134,132,5,1,11,66,4,11.38,0
46,37,5,1,8,66,3,8.13,0
10,5,15,0,3,12,0,1.51,0
119,101,5,1,11,66,4,12.39,0
129,141,5,1,11,66,2,11.99,0
60,60,5,1,11,66,4,12.33,0
72,56,5,1,11,66,3,9.86,0
114,95,5,1,8,66,3,8.63,0
40,42,15,0,7,24,2,4.01,0
38,34,15,0,6,12,2,4.07,0
27,33,15,0,4,6,1,1.89,0
48,44,15,0,8,30,2,5.53,0
17,15,15,0,1,,1,0.38,0
173,158,5,1,11,66,3,11.73,0
142,129,5,1,11,66,3,10.3,0
142,121,5,1,9,66,3,8.42,0
104,88,5,1,9,66,3,8.99,0
138,122,5,1,13,66,4,3.76,0
154,133,5,1,13,66,4,5.15,0
143,200,5,1,13,66,4,3.76,0
49,49,15,0,9,12,2,6.4,0
154,122,5,1,13,66,4,4.6,0
145,128,5,1,13,66,4,4.27,0
20,22,15,0,2,,2,3.84,0
4,2,15,0,0,,0,0.86,0
59,43,5,1,13,66,4,5.29,0
103,99,4,1,11,66,1,11.04,0
84,87,15,0,8,24,2,5.56,0
151,161,4,1,11,66,3,6.98,0
52,61,15,0,9,0,2,3.44,0
152,150,4,1,11,66,4,10.5,0
40,35,15,0,8,24,2,4.89,0
46,40,4,1,9,66,3,11.31,0
46,43,15,0,8,12,4,4.52,0
53,47,15,0,8,48,1,5.38,0
177,167,4,1,11,66,4,11.23,0
49,54,15,0,7,24,2,4,0
43,39,15,0,6,6,2,2.98,0
101,97,4,1,9,66,3,7.8,0
140,111,4,1,9,66,3,7.38,0
46,40,4,1,9,66,3,8.67,0
97,98,4,1,11,66,2,10.14,0
77,75,4,1,11,66,4,12.17,0
32,31,15,0,6,6,0,2.28,0
165,150,4,1,9,66,3,9.87,0
61,60,15,0,11,100,4,13.63,0
41,39,15,0,8,12,2,4.12,0
31,28,15,0,7,12,2,5.96,0
127,104,4,1,11,66,2,10.8,0
56,50,4,1,11,66,2,9.6,0
78,74,4,1,11,66,3,11.2,0
33,30,15,0,6,24,1,2.94,0
110,87,4,1,11,66,4,11.35,0
118,165,4,1,13,66,3,5.4,0
159,122,4,1,13,66,4,3.52,0
117,200,4,1,13,66,4,3.68,0
48,51,15,0,11,72,1,9.93,0
140,115,4,1,13,66,4,4.08,0
18,14,15,0,2,,1,0.63,0
134,101,4,1,11,66,3,8.27,0
34,30,15,0,6,12,1,3.01,0
151,141,4,1,11,66,3,11.38,0
34,32,15,0,8,18,2,3.54,0
10,4,15,0,2,,1,0.5,0
73,73,4,1,11,66,4,9.64,0
150,134,4,1,11,66,4,12.42,0
106,97,4,1,11,66,4,11.02,0
13,12,15,0,1,,1,1.25,0
130,107,4,1,11,66,4,8.85,0
27,21,15,0,6,12,1,3.66,0
9,5,15,0,1,6,1,0.97,0
37,39,4,1,7,66,0,7.94,0
45,49,15,0,8,6,2,4.75,0
200,202,4,1,11,66,3,9.28,0
9,7,15,0,3,,1,1.33,0
36,31,15,0,8,24,3,4.84,0
72,62,4,1,9,66,3,8.77,0
145,118,4,1,9,66,4,9.79,0
128,113,4,1,9,66,3,7.85,0
118,111,4,1,11,66,3,9.28,0
135,116,4,1,11,66,2,9.73,0
157,137,4,1,11,66,3,9.87,0
66,64,15,0,10,24,2,8.54,0
118,89,4,1,11,66,3,10.39,0
51,48,15,0,8,24,2,4.69,0
33,28,3,1,7,66,1,7.13,0
17,17,15,0,3,0,1,0.77,0
58,55,3,1,8,66,4,7.38,0
38,32,15,0,8,0,2,7.79,0
129,140,3,1,11,66,4,11.21,0
40,40,15,0,6,24,1,3.04,0
41,44,15,0,4,0,1,2.22,0
48,49,15,0,6,30,3,5.2,0
130,119,3,1,11,66,3,11.33,0
39,38,15,0,6,12,3,3.36,0
122,118,3,1,11,66,3,12.06,0
119,113,3,1,9,66,3,9.37,0
107,84,3,1,8,66,3,8.75,0
135,117,3,1,9,66,3,10.04,0
40,36,15,0,8,24,1,3.9,0
53,42,3,1,8,66,3,6.69,0
5,9,15,0,0,0,0,1.02,0
53,55,3,1,11,66,3,11.38,0
130,102,3,1,11,66,4,12.7,0
35,30,15,0,7,6,1,2.68,0
94,107,3,1,9,66,1,8.06,0
36,30,15,0,4,24,2,1.59,0
17,14,15,0,3,24,1,1.84,0
111,89,3,1,8,66,3,7.85,0
7,6,15,0,1,,0,0.69,0
86,81,3,1,11,66,3,10.77,0
70,61,3,1,11,66,3,9.98,0
135,141,3,1,9,66,3,6.88,0
35,34,15,0,6,12,2,3.07,0
107,97,3,1,8,66,3,7.16,0
43,42,15,0,7,30,2,4.1,0
45,40,15,0,7,24,0,4.07,0
198,189,3,1,11,66,4,7.7,0
135,175,3,1,9,66,4,10.11,0
33,32,15,0,7,18,1,3.72,0
146,151,3,1,9,66,3,8.72,0
82,81,3,1,11,66,2,10.21,0
33,28,15,0,7,24,1,3.84,0
42,36,15,0,8,60,3,7.94,0
49,47,15,0,7,66,2,7,0
42,32,3,1,9,66,2,7.05,0
82,76,3,1,9,66,4,7.88,0
45,43,15,0,7,24,1,4.39,0
134,163,3,1,8,66,4,7.03,0
34,32,15,0,6,24,3,5.27,0
154,159,3,1,9,66,3,7.18,0
96,103,3,1,11,66,2,8.22,0
187,163,3,1,11,66,4,9.85,0
162,165,3,1,9,66,3,7.33,0
195,178,3,1,11,66,4,9.18,0
11,5,15,0,2,,1,1.17,0
41,38,15,0,7,12,2,4.1,0
186,200,3,1,11,66,4,8.33,0
148,147,2,1,11,66,2,10.07,0
48,43,2,1,11,66,3,10.42,0
114,99,2,1,13,66,3,11.43,0
96,106,2,1,13,66,2,11.17,0
63,54,2,1,11,66,1,8.9,0
75,72,2,1,9,66,2,8.09,0
86,101,2,1,11,66,2,8.75,0
32,33,15,0,8,30,3,3.83,0
130,141,2,1,9,66,4,9.18,0
190,155,2,1,11,66,3,8.97,0
31,30,15,0,6,12,1,2.48,0
177,200,2,1,11,66,4,8.24,0
147,118,2,1,11,66,4,10.47,0
134,106,2,1,11,66,4,9.42,0
36,31,15,0,8,24,2,5.22,0
86,77,2,1,11,66,4,8.13,0
66,67,2,1,7,66,2,7.61,0
37,33,15,0,7,60,2,5.37,0
200,203,2,1,11,66,4,9.64,0
52,49,15,0,8,30,2,5.46,0
78,66,2,1,9,66,4,9.18,0
145,139,2,1,13,66,2,11.03,0
174,170,2,1,11,66,3,11.18,0
156,126,2,1,11,66,3,9.32,0
26,23,15,0,4,12,1,2.46,0
46,42,15,0,7,12,2,3.83,0
139,123,2,1,11,66,3,8.94,0
91,78,2,1,11,66,3,7.63,0
101,94,2,1,11,66,4,11.43,0
159,163,2,1,11,66,4,8.29,0
87,78,2,1,11,66,3,10.97,0
85,80,2,1,9,66,2,8.79,0
4,0,14,0,1,,1,0.75,0
9,9,14,0,0,,1,0.38,0
46,46,14,0,6,18,2,4.12,0
25,25,14,0,6,30,2,4.54,0
14,7,14,0,1,0,1,0.84,0
6,4,14,0,3,,1,1.25,0
11,5,14,0,2,6,1,2.13,0
103,78,2,1,7,66,3,9.22,0
8,4,14,0,2,0,2,0.42,0
37,68,14,0,4,12,0,1.58,0
62,57,2,1,11,66,3,10.15,0
47,45,14,0,6,0,1,2.23,0
123,90,2,1,8,66,1,6.06,0
134,118,2,1,11,66,4,9.43,0
111,109,2,1,9,66,4,8.34,0
49,41,14,0,8,72,3,9.74,0
123,122,2,1,11,66,4,8.8,0
157,147,2,1,11,66,4,11.15,0
117,93,2,1,9,66,3,9.72,0
39,48,14,0,6,30,0,3.94,0
150,148,2,1,11,66,4,11.35,0
152,127,2,1,9,66,3,11.45,0
203,215,2,1,9,66,4,10.98,0
37,38,14,0,7,36,1,6.4,0
81,70,2,1,11,66,3,10.75,0
107,113,2,1,11,66,4,9.83,0
165,169,2,1,9,66,4,8.82,0
136,144,2,1,11,66,3,10.64,0
52,59,14,0,7,24,4,6.21,0
85,78,2,1,11,66,2,9.23,0
174,202,2,1,11,66,2,9.83,0
37,32,14,0,8,72,3,11.41,1
41,30,2,1,11,66,2,9.99,0
17,13,14,0,4,6,1,2.66,0
64,55,2,1,9,66,3,9.03,0
25,22,14,0,6,6,1,2.67,0
155,130,2,1,11,66,4,10.74,0
160,144,2,1,9,66,4,10,0
90,94,2,1,9,66,3,9.06,0
22,17,14,0,2,48,4,3.9,0
69,56,2,1,9,66,3,8.54,0
7,6,14,0,1,0,1,3.42,0
22,19,14,0,4,,1,2.19,0
47,39,2,1,11,66,3,10.39,0
30,26,14,0,7,12,2,3.67,0
128,91,2,1,10,66,4,7.71,0
83,76,2,1,11,66,4,10.03,0
43,44,2,1,7,66,3,7.79,0
12,12,14,0,1,,0,0.38,0
86,76,2,1,11,66,3,9.37,0
200,192,2,1,11,66,4,10.36,0
84,91,2,1,11,66,4,9.33,0
131,114,2,1,11,66,4,9.48,0
89,71,2,1,9,66,2,9.43,0
102,79,2,1,11,66,3,9.75,0
130,109,2,1,11,66,4,10.75,0
58,43,2,1,11,66,3,10.63,0
4,2,14,0,0,,1,0.28,0
93,74,2,1,9,66,0,8.08,0
57,54,14,0,11,72,3,10.49,0
200,188,2,1,11,66,4,10.95,0
22,19,14,0,3,,1,3.37,0
89,94,2,1,9,66,3,9.03,0
23,35,14,0,2,,2,1.58,0
47,50,14,0,7,12,2,3.3,0
56,50,2,1,9,66,4,9.17,0
122,108,2,1,11,66,4,9.76,0
55,52,2,1,11,66,3,8.37,0
82,74,2,1,11,66,3,10.15,0
16,13,14,0,1,,1,2.68,0
114,114,2,1,11,66,4,11.66,0
120,110,2,1,9,66,3,9.54,0
156,195,2,1,9,66,4,9.99,0
16,15,14,0,4,0,2,3.45,0
6,6,14,0,0,,0,0.46,0
8,14,14,0,2,12,2,1.42,0
181,150,2,1,11,66,4,8.99,0
86,72,2,1,11,66,2,8.17,0
29,22,14,0,6,24,3,3.09,0
20,19,14,0,4,0,1,1.42,0
119,100,2,1,11,66,3,10.99,0
184,169,2,1,11,66,3,10.36,0
38,39,14,0,7,6,3,3.58,0
25,20,14,0,6,0,1,3.24,0
37,35,14,0,8,12,1,4.17,0
54,54,14,0,7,12,2,5.98,0
81,85,2,1,11,66,4,9.94,0
10,4,14,0,0,,1,0.98,0
156,190,2,1,11,66,4,12.07,0
41,54,14,0,6,0,2,3.62,0
19,24,14,0,2,,1,1.91,0
30,37,14,0,5,12,2,3.37,0
53,51,14,0,8,12,1,5.36,0
64,61,14,0,7,24,1,5.77,0
118,96,2,1,9,66,2,8.47,0
38,33,14,0,9,60,3,7.55,0
46,39,14,0,7,54,2,5.61,0
19,14,14,0,6,6,2,3.26,0
30,24,14,0,6,12,2,2.29,0
10,8,14,0,1,0,1,1.28,0
132,122,2,1,11,66,3,10.38,0
167,164,2,1,11,66,3,8.85,0
26,22,14,0,3,24,0,1.39,0
53,47,2,1,11,66,3,10.74,0
182,158,2,1,11,66,4,11.95,0
200,200,2,1,11,66,3,9.86,0
140,134,2,1,11,66,3,10.5,0
165,175,2,1,9,66,4,9.73,0
139,125,2,1,11,66,4,9.45,0
92,81,2,1,11,66,4,10.03,0
210,204,2,1,11,66,4,10.94,0
14,16,14,0,1,,1,1.12,0
167,167,2,1,9,66,4,9.15,0
28,27,14,0,3,,1,2.61,0
34,28,14,0,8,24,2,5.6,0
190,182,2,1,11,66,4,12.37,0
173,153,2,1,11,66,3,9.25,0
139,127,1,1,11,66,3,12.02,0
167,144,1,1,11,66,4,11.07,0
20,17,14,0,4,12,1,2.78,0
79,73,1,1,11,66,4,11,0
35,30,14,0,7,12,3,5.31,0
93,82,1,1,9,66,3,8.75,0
25,30,14,0,2,,1,0.74,0
56,48,1,1,11,66,4,10.9,0
121,109,1,1,13,66,4,14.33,0
139,153,1,1,11,66,4,10.99,0
47,42,14,0,6,6,2,4.02,0
38,33,14,0,7,12,1,4.5,0
77,64,1,1,9,66,3,9.26,0
43,40,14,0,8,60,1,8.01,0
143,149,1,1,11,66,3,10.25,0
173,158,1,1,12,66,4,12.57,0
42,51,14,0,9,72,3,7.44,0
94,89,1,1,11,66,4,10.09,0
33,29,14,0,4,30,2,5,0
155,198,1,1,11,66,3,11.11,0
95,77,1,1,13,66,3,11.26,0
47,41,14,0,7,60,3,7.91,0
9,7,14,0,3,,2,1.66,0
26,25,14,0,2,,1,1.55,0
22,19,14,0,1,0,1,0.71,0
15,18,14,0,0,,1,0.63,0
20,25,14,0,3,,1,1.23,0
40,40,14,0,6,24,2,3.21,0
29,29,14,0,4,24,2,3.9,0
18,16,14,0,3,,1,1.14,0
68,77,14,0,8,0,2,4.37,0
11,11,14,0,2,6,1,1.7,0
108,94,1,1,13,66,3,12.37,0
141,125,1,1,11,66,4,10.73,0
25,20,14,0,7,48,1,6.09,0
164,154,1,1,11,66,4,11.55,0
138,111,1,1,11,66,4,11.54,0
58,51,14,0,8,24,2,6.48,0
179,171,1,1,13,66,4,11.39,0
35,37,14,0,7,12,2,4.05,0
178,201,1,1,11,66,4,12.23,0
178,204,1,1,12,66,4,11.15,0
113,98,1,1,11,66,4,11.41,0
13,9,14,0,3,0,1,1.54,0
5,2,14,0,0,,0,0.43,0
128,129,1,1,11,66,4,10.23,0
27,34,14,0,1,0,2,1.04,0
142,162,1,1,11,66,4,9.68,0
178,166,1,1,11,66,4,9.12,0
37,30,14,0,7,24,2,3.09,0
151,150,1,1,11,66,4,12.44,0
153,132,1,1,11,66,4,12.32,0
182,180,1,1,13,66,4,12.05,0
